DEPARTAMENTO_DOMICILIO,CIUDAD_DOMICILIO,CIIU,INGRESOS_OPERACIONALES,TOTAL_ACTIVOS,TOTAL_PASIVOS,TOTAL_PATRIMONIO,ANO_DE_CORTE,SUPERVISOR_SUPERSALUD,SUPERVISOR_SUPERSERVICIOS,SUPERVISOR_SUPERSOCIEDADES,SUPERVISOR_SUPERTRANSPORTE,SUPERVISOR_SUPERVIGILANCIA,REGION_Bogotá - Cundinamarca,REGION_Centro - Oriente,REGION_Costa Atlántica,REGION_Costa Pacífica,REGION_Eje Cafetero,REGION_Otros,MACROSECTOR_COMERCIO,MACROSECTOR_CONSTRUCCIÓN,MACROSECTOR_MANUFACTURA,MACROSECTOR_MINERO,MACROSECTOR_SERVICIOS
36,111,205,0.27,0.11,0.08,0.02,2023,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
5,61,217,0.27,0.18,0.12,0.06,2023,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1,343,296,0.27,0.54,0.47,0.07,2023,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
33,71,198,0.06,0.02,0.02,0.01,2023,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
5,61,384,0.27,0.1,0.06,0.04,2023,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5,61,223,0.26,0.13,0.08,0.06,2023,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
11,92,19,0.26,0.23,0.14,0.09,2023,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
4,48,198,0.26,0.1,0.05,0.05,2023,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
5,61,206,0.26,0.15,0.08,0.06,2023,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
4,562,49,0.26,0.25,0.13,0.12,2023,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
15,366,104,0.26,0.18,0.09,0.09,2023,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
4,48,212,0.26,0.17,0.08,0.1,2023,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
33,71,172,0.26,0.24,0.15,0.09,2023,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
33,71,379,0.26,0.15,0.07,0.08,2023,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
5,61,219,0.26,0.01,0.01,0.0,2023,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
4,416,379,0.26,0.35,0.21,0.14,2023,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
33,71,189,0.26,0.17,0.13,0.04,2023,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1,343,0,0.26,0.11,0.09,0.03,2023,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
36,88,334,0.26,0.26,0.18,0.08,2023,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
5,61,189,0.26,0.49,0.41,0.08,2023,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
5,61,190,0.26,0.42,0.0,0.42,2023,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
15,154,221,0.26,0.12,0.06,0.06,2023,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
6,338,190,0.26,0.15,0.04,0.11,2023,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
1,457,186,0.26,0.81,0.76,0.05,2023,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
33,71,4,0.26,0.13,0.05,0.08,2023,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
36,390,33,0.26,0.3,0.09,0.21,2023,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
5,61,283,0.26,0.25,0.18,0.07,2023,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,343,353,0.26,0.15,0.07,0.09,2023,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
15,154,7,0.26,0.16,0.13,0.03,2023,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
33,46,190,0.26,0.14,0.03,0.12,2023,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1,343,301,0.26,0.06,0.06,0.01,2023,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,343,12,0.26,0.1,0.03,0.08,2023,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
33,71,8,0.26,0.1,0.02,0.08,2023,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
5,61,198,0.26,0.15,0.06,0.09,2023,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
8,336,220,0.26,0.09,0.05,0.04,2023,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
32,484,168,0.26,0.23,0.08,0.14,2023,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
5,61,212,0.26,0.19,0.08,0.1,2023,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
23,632,232,0.26,0.06,0.03,0.02,2023,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
15,154,115,0.26,0.15,0.08,0.08,2023,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
5,61,214,0.26,0.14,0.13,0.02,2023,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1,343,356,0.26,0.05,0.02,0.03,2023,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,343,198,0.26,0.07,0.05,0.02,2023,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,472,212,0.26,0.1,0.07,0.03,2023,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,272,198,0.26,0.15,0.09,0.06,2023,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,343,86,0.26,0.22,0.11,0.11,2023,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5,61,301,0.26,0.09,0.07,0.02,2023,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
5,61,220,0.26,0.11,0.07,0.05,2023,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
11,92,24,0.26,0.15,0.04,0.11,2023,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
5,61,207,0.26,0.3,0.25,0.06,2023,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
5,61,212,0.26,0.17,0.04,0.14,2023,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
5,61,327,0.26,0.15,0.07,0.08,2023,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
8,125,115,0.26,0.15,0.06,0.08,2023,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
15,587,27,0.26,0.32,0.18,0.14,2023,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
5,61,345,0.26,0.69,0.6,0.09,2023,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
5,61,324,0.26,0.77,0.27,0.51,2023,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,457,216,0.26,0.11,0.07,0.04,2023,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,185,315,0.26,1.0,0.91,0.09,2023,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
26,395,379,0.26,0.28,0.08,0.2,2023,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
5,61,218,0.25,0.1,0.09,0.01,2023,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1,343,34,0.25,0.17,0.15,0.02,2023,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1,254,221,0.25,0.27,0.1,0.17,2023,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
36,274,8,0.25,0.19,0.14,0.05,2023,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
5,61,416,0.25,0.15,0.07,0.08,2023,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
27,156,98,0.25,0.27,0.09,0.18,2023,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
36,88,225,0.25,0.1,0.07,0.03,2023,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
5,61,328,0.25,0.85,0.22,0.64,2023,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
5,61,212,0.25,0.22,0.16,0.07,2023,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
5,61,330,0.25,7.28,2.46,4.82,2023,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
5,61,344,0.25,0.85,0.38,0.47,2023,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
5,61,188,0.25,0.32,0.29,0.02,2023,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1,343,334,0.25,0.21,0.18,0.04,2023,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5,61,212,0.25,0.19,0.13,0.06,2023,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
6,108,47,0.25,0.29,0.13,0.15,2023,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
27,156,247,0.25,0.09,0.07,0.02,2023,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
15,210,7,0.25,0.11,0.09,0.02,2023,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
36,88,87,0.25,0.18,0.14,0.04,2023,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
33,46,54,0.25,0.07,0.03,0.04,2023,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
35,262,205,0.25,0.01,0.01,0.0,2023,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
5,61,334,0.25,0.15,0.08,0.07,2023,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
5,61,74,0.25,0.11,0.01,0.09,2023,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
5,61,303,0.25,0.25,0.19,0.06,2023,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
36,649,95,0.25,0.22,0.12,0.1,2023,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
1,343,128,0.25,0.2,0.14,0.06,2023,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
15,587,282,0.25,0.22,0.55,-0.34,2023,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
12,499,206,0.25,0.02,0.01,0.01,2023,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
14,361,212,0.25,0.08,0.06,0.02,2023,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
5,61,198,0.25,0.11,0.04,0.06,2023,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
5,61,301,0.25,0.1,0.07,0.03,2023,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
5,61,104,0.25,0.13,0.08,0.05,2023,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
5,61,186,0.25,0.45,0.28,0.17,2023,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
4,48,293,0.25,0.14,0.08,0.06,2023,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
1,343,208,0.25,0.21,0.15,0.05,2023,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
5,61,245,0.25,0.14,0.08,0.06,2023,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
35,342,24,0.25,0.14,0.09,0.05,2023,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
15,154,416,0.25,0.21,0.06,0.14,2023,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
33,71,4,0.25,0.2,0.04,0.16,2023,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
10,643,384,0.25,0.13,0.26,-0.13,2023,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5,61,211,0.25,0.35,0.25,0.11,2023,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
5,61,334,0.25,0.09,0.07,0.02,2023,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
4,48,4,0.25,0.1,0.07,0.03,2023,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
15,215,47,0.25,0.32,0.13,0.2,2023,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
5,61,207,0.25,0.35,0.27,0.08,2023,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1,343,188,0.25,0.21,0.14,0.06,2023,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
5,61,188,0.25,0.95,0.65,0.31,2023,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
4,48,1,0.24,0.15,0.12,0.03,2023,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
5,61,274,0.24,0.48,0.34,0.14,2023,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,272,95,0.24,0.13,0.05,0.08,2023,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1,343,198,0.24,0.09,0.06,0.03,2023,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
36,88,225,0.24,0.06,0.04,0.03,2023,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
1,343,355,0.24,0.26,0.18,0.07,2023,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,31,171,0.24,0.37,0.14,0.24,2023,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
33,231,245,0.24,0.22,0.16,0.05,2023,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
4,219,220,0.24,0.18,0.13,0.06,2023,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
5,61,363,0.24,0.16,0.11,0.05,2023,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
12,612,379,0.24,0.49,0.17,0.32,2023,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,272,206,0.24,0.03,0.01,0.02,2023,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,520,20,0.24,0.11,0.05,0.06,2023,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
15,579,198,0.24,0.2,0.13,0.07,2023,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
6,108,240,0.24,0.1,0.07,0.03,2023,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
5,61,286,0.24,0.18,0.19,-0.01,2023,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
13,436,171,0.24,0.34,0.18,0.15,2023,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,343,96,0.24,0.48,0.44,0.05,2023,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5,61,247,0.24,0.2,0.33,-0.13,2023,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1,229,24,0.24,0.13,0.08,0.05,2023,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1,343,223,0.24,0.07,0.06,0.01,2023,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4,48,222,0.24,0.02,0.02,0.0,2023,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
1,343,188,0.24,0.19,0.15,0.04,2023,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
11,92,135,0.24,0.2,0.07,0.13,2023,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
1,343,247,0.24,0.08,0.03,0.05,2023,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
5,61,27,0.24,0.49,0.19,0.29,2023,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
1,343,0,0.24,0.33,0.13,0.2,2023,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4,331,220,0.24,0.15,0.08,0.07,2023,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
5,61,212,0.24,0.42,0.36,0.06,2023,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
15,154,155,0.24,0.15,0.05,0.1,2023,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
31,398,119,0.24,0.16,0.13,0.03,2023,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
1,185,225,0.24,0.05,0.03,0.02,2023,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
5,61,114,0.24,0.12,0.07,0.05,2023,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
1,343,224,0.24,0.2,0.11,0.09,2023,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
11,622,151,0.24,0.16,0.15,0.02,2023,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
5,61,126,0.24,0.18,0.07,0.12,2023,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
5,61,301,0.24,0.14,0.09,0.05,2023,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
6,108,218,0.24,0.05,0.04,0.01,2023,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
27,156,174,0.24,0.21,0.17,0.04,2023,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,343,382,0.24,0.15,0.09,0.06,2023,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,61,95,0.24,0.24,0.07,0.17,2023,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
36,88,198,0.24,0.05,0.03,0.01,2023,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
5,61,379,0.24,0.18,0.16,0.02,2023,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4,48,93,0.24,0.22,0.15,0.07,2023,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
4,48,212,0.24,0.13,0.14,-0.01,2023,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
5,61,186,0.24,0.7,0.61,0.08,2023,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1,340,115,0.24,0.21,0.1,0.11,2023,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5,61,300,0.24,0.13,0.1,0.03,2023,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
5,61,224,0.24,0.41,0.2,0.2,2023,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
5,61,224,0.24,0.1,0.11,-0.01,2023,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
33,71,174,0.24,1.08,0.34,0.74,2023,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,343,212,0.24,0.05,0.04,0.01,2023,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4,48,379,0.24,0.26,0.17,0.09,2023,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
5,61,367,0.24,0.34,0.13,0.21,2023,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
36,88,384,0.24,0.32,0.16,0.16,2023,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
4,48,342,0.24,0.06,0.04,0.03,2023,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
5,61,218,0.24,0.1,0.08,0.02,2023,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
5,61,218,0.24,0.08,0.04,0.04,2023,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
36,649,88,0.24,0.27,0.17,0.1,2023,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
6,108,198,0.24,0.08,0.05,0.03,2023,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
36,592,206,0.24,0.07,0.06,0.02,2023,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
5,61,313,0.23,7.1,0.31,6.79,2023,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
5,61,50,0.23,0.33,0.05,0.28,2023,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
1,343,65,0.23,0.27,0.15,0.12,2023,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,61,348,0.23,0.04,0.04,0.01,2023,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
15,606,218,0.23,0.05,0.01,0.04,2023,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1,343,2,0.23,0.42,0.19,0.23,2023,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
15,587,88,0.23,0.21,0.04,0.17,2023,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
5,61,331,0.23,0.12,0.09,0.04,2023,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
5,61,214,0.23,0.12,0.08,0.04,2023,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
5,61,320,0.23,1.48,1.17,0.3,2023,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
5,61,90,0.23,0.2,0.18,0.02,2023,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
5,61,356,0.23,0.16,0.06,0.1,2023,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
5,61,212,0.23,0.15,0.04,0.11,2023,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
15,154,214,0.23,0.12,0.13,-0.0,2023,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
5,61,207,0.23,0.25,0.2,0.04,2023,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
36,390,216,0.23,0.18,0.12,0.06,2023,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
1,472,90,0.23,0.22,0.17,0.05,2023,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5,61,218,0.23,0.11,0.08,0.03,2023,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
5,61,212,0.23,0.13,0.09,0.03,2023,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
5,61,81,0.23,0.35,0.06,0.29,2023,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
15,208,87,0.23,0.33,0.21,0.12,2023,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
4,48,313,0.23,0.6,0.54,0.06,2023,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
5,61,190,0.23,0.09,0.07,0.02,2023,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
5,61,212,0.23,0.13,0.09,0.04,2023,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1,343,363,0.23,0.04,0.04,0.0,2023,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4,48,220,0.23,0.15,0.15,-0.0,2023,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
15,366,201,0.23,0.19,0.15,0.04,2023,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
26,395,218,0.23,0.17,0.09,0.08,2023,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
32,500,193,0.23,0.77,0.38,0.39,2023,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
5,61,205,0.23,0.03,0.03,0.01,2023,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
31,167,220,0.23,0.06,0.05,0.02,2023,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
5,61,315,0.23,4.53,2.88,1.65,2023,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
4,219,210,0.23,0.2,0.19,0.01,2023,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
1,343,168,0.23,1.1,0.73,0.37,2023,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36,101,0,0.23,0.06,0.05,0.01,2023,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
1,343,198,0.23,0.08,0.09,-0.0,2023,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,343,348,0.23,0.02,0.02,0.01,2023,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,299,90,0.23,0.27,0.07,0.19,2023,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5,61,212,0.23,0.17,0.03,0.14,2023,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
5,61,315,0.23,5.34,4.65,0.69,2023,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
36,88,348,0.23,0.03,0.02,0.01,2023,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1,272,220,0.23,0.08,0.06,0.02,2023,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
33,71,8,0.23,0.15,0.1,0.06,2023,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
1,343,205,0.23,0.07,0.05,0.02,2023,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,343,88,0.23,0.26,0.1,0.16,2023,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5,61,225,0.23,0.25,0.24,0.01,2023,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
5,61,95,0.23,0.1,0.06,0.04,2023,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
5,61,313,0.23,5.98,2.05,3.93,2023,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
5,61,218,0.23,0.56,0.45,0.11,2023,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
5,61,212,0.23,0.14,0.07,0.07,2023,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
23,632,8,0.23,0.09,0.07,0.02,2023,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
36,88,186,0.22,0.3,0.27,0.03,2023,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
14,361,380,0.22,0.17,0.08,0.08,2023,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,272,214,0.22,0.12,0.11,0.02,2023,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,343,245,0.22,0.21,0.15,0.06,2023,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
5,61,195,0.22,0.34,0.11,0.23,2023,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
5,61,256,0.22,0.27,0.32,-0.05,2023,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
5,61,168,0.22,0.96,1.22,-0.26,2023,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5,61,90,0.22,0.22,0.08,0.14,2023,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
1,272,86,0.22,0.17,0.04,0.12,2023,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
6,108,379,0.22,0.23,0.15,0.08,2023,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
5,61,294,0.22,0.2,0.13,0.07,2023,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
33,71,348,0.22,0.06,0.03,0.03,2023,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
33,231,8,0.22,0.12,0.07,0.05,2023,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
15,322,95,0.22,0.16,0.08,0.08,2023,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
4,562,95,0.22,0.08,0.04,0.05,2023,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
1,343,98,0.22,0.34,0.18,0.15,2023,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1,272,34,0.22,0.21,0.13,0.08,2023,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9,194,171,0.22,0.17,0.11,0.06,2023,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
36,88,315,0.22,0.73,0.56,0.18,2023,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
23,430,218,0.22,0.4,0.13,0.27,2023,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
5,61,356,0.22,0.22,0.11,0.11,2023,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
5,61,271,0.22,0.17,0.13,0.04,2023,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
